seed,original_index,text,gemma-3-27b-it,granite-3.3-8b-instruct,mistral-small-3.1
33,238,It has sold one half of its business operations and will enter the Helsinki Stock Exchange via the back door through an innovative buyout arrangement with Kasola .,1,0,0
33,239,25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,0,0,0
33,240,"Light to moderate precipitation is expected late next week in California and the Southwest from a closed low, with potential winter precipitation in the Great Lakes/New England by the weekend, although there is considerable uncertainty regarding this.",1,1,1
33,241,"A cold front will bring significant rainfall from the central Plains to the Ohio Valley, with the highest chances of heavy rain expected on Thursday night through Friday.",1,1,1
33,242,"By Day 4 (Monday), GFS and UKMET suggest a sharper system over the northwest, while ECMWF runs indicate a flatter system.",1,1,1
33,243,Dangerous heat wave continues across the southwestern U.S. and builds north into the northern High Plains.,0,0,0
33,244,Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,1,1,1
33,245,"""The non-food operations were largely Mr. Lortie's creation {and} his strategy did n't work,"" said Steven Holt, a financial analyst with Midland Doherty Ltd.",0,1,0
33,246,"According to the Federal Reserve, the inflation rate in the US rose in Q2 2024.",0,1,0
33,247,Significant heat risks for vulnerable populations are expected through the holiday weekend.,1,1,1
33,248,"Overall, lower heights are expected to shift into the Northeast and Mid-Atlantic.",1,1,1
33,249,The Southwest and Rockies may see diurnal convection influenced by monsoonal moisture.,1,1,1
33,250,"In the year 2027, marketing analyst Alex Lee noted that the sales of electric vehicles had fallen in the first quarter.",0,1,0
33,251,"The western U.S. will experience warm to hot conditions, moderating chilly temperatures in the Northwest.",1,1,1
33,252,"Stagnant upper low over the east-central U.S. will diminish by Friday, with troughing along the East Coast and upper ridging beginning early next week.",1,1,1
33,253,"A low-pressure system will cross the eastern northern plains/upper MS Valley Monday-Tuesday, with another system following Wednesday-Thursday.",1,1,1
33,254,"Former prime minister Paul Keating, who put the republic issue in the spotlight in his unsuccessful 1996 campaign for re-election, welcomed the result.",0,0,0
33,255,"Periodic wet conditions will continue in California, and there is a potential for a winter storm with heavy snow in the Great Basin, Four Corners, and Central-Southern Rockies, possibly extending into the Central Plains from Sunday into Tuesday.",1,1,1
33,256,"The group also plans to launch the 270 room Atria Grand , Whitefield , a five star luxury hotel , in 2009 .",1,0,0
33,257,Finnish property investment company Citycon plans to issue directed subordinated convertible bonds to institutional investors .,0,0,0
33,258,"According to top executive, James Davis, the customer engagement at Facebook rose in January 2022.",0,1,0
33,259,"The preferred stock, which would have a dividend rate of $1.76 a year, would be convertible into Heritage common at a rate of four common shares for each preferred.",1,0,0
33,260,"According to the sports reporter, the penalty count at the Dallas Cowboys rose in Q2 of 2023.",0,1,0
33,261,"Local researcher, Emily Chen, noted that the unemployment rate in her city, Chicago, had remained stable on 2024/08/21.",0,1,0
33,262,"Above-average temperatures will be in the West early in the week, transitioning to below-average as a trough moves in.",1,1,1
33,263,"Expect highs to be 15-20F below normal in the northwestern states for 2-3 days, with isolated record cool highs and possible snow at higher elevations.",1,1,1
33,264,"A second surge of cold air will also impact the northern plains and Upper Midwest, keeping temperatures about 20 degrees below normal into next weekend.",1,1,1
33,265,"On August 15, 2027, a health researcher speculates that the average blood pressure levels at rural health clinics will likely increase.",1,1,1
33,266,"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 .",0,1,0
33,267,Diurnal rainfall is expected in the central/southern Rockies with scattered activity elsewhere in the West.,1,1,1
33,268,"Temperatures across much of the eastern half of the CONUS will be well below average, 10 to 25 degrees Fahrenheit lower than usual, with potential record lows in the upper Midwest and Ohio Valley.",1,1,1
33,269,"A cold Canadian high pressure system is migrating southeast, leading to considerable variations in temperature along its boundary.",0,1,0
33,270,"An upper low is anticipated to bring cool and wetter conditions to New England and the northern Mid-Atlantic, with precipitation increasing as a result of the developing low pressure system.",1,1,1
33,271,Anomalously cool temperatures expected along the East Coast due to northeasterly flow and cloud cover; warmer temperatures building across the Rockies and Southern Plains.,1,1,1
33,272,"The eastern two-thirds will also be cooler, but some moderation is expected into the weekend.",1,1,1
33,273,Significant flood risks are predicted from the Texas Panhandle to Iowa due to strong low pressure systems.,1,1,1
33,274,"Excessive heat expected to result in heat indices exceeding 100 degrees in many areas, particularly in the mid-Missouri River Valley and north-central Plains where highs may exceed 100 degrees.",1,1,1
33,275,I think teams might be a little tight early.,1,1,0
33,276,Snow levels expected to decrease over time.,1,1,1
33,277,"Flooding risks are anticipated across several regions, with heavy rain expected from May 7-11.",1,1,1
33,278,A significant cooling trend will occur as an upper trough moves from the Northern Plains to the Upper Mississippi Valley and Great Lakes over the weekend.,1,1,1
33,279,"Daytime highs are predicted to be 10-20F above normal from Tuesday to Thursday, with isolated locations possibly experiencing higher anomalies.",1,1,1
33,280,The manufacturing will begin in Pietarsaari in the beginning of the year 2009 and the delivery will take place in October 2009 .,1,1,0
33,281,"A cold front is expected to move through the Midwest and East, possibly stalling in the central/southern Plains and Ohio Valley, leading to heavy rainfall.",1,1,1
33,282,"The number of hospitalized young children infected with the coronavirus rose precipitously last week to the highest levels since the beginning of the pandemic, according to data released on Friday by the Centers for Disease Control and Prevention.",0,0,0
33,283,Persistent flow along the front may result in locally heavy rain in Texas and surrounding areas.,1,1,1
33,284,"With his first two features, Gimme the Loot  and Tramps , the writer-director Adam Leon carved out an admirable niche as a chronicler of unsupervised and sometimes desperate urban teens.",0,0,0
33,285,Good Morning America weatherman Sam Champion is sharing a positive forecast about his health.,1,1,1
33,286,"The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today .",0,1,0
33,287,"Wet conditions are anticipated across the Pacific Northwest and Southeast, with heavy lower elevation rains and higher elevation snows expected by Tuesday.",1,1,1
33,288,Construction is set to begin in early 1991.,1,1,1
33,289,Much below normal temperatures will be noted in mainland Alaska and the Aleutians on December 13.,1,1,1
33,290,"Precipitation predictions have increased slightly, with a slight risk of excessive rainfall in eastern Louisiana and southern Mississippi.",1,1,0
33,291,"Summer-like heat will gradually spread across the Plains and Midwest next week, with temperatures expected to be 15 to 25 degrees above seasonal averages, reaching highs in the 90s and potentially hitting 100F.",1,1,1
33,292,"Monsoon activity may intensify in the Desert Southwest, leading to localized flash flood risks.",1,1,1
33,293,"Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL : SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland .",0,0,0
33,294,The value of the order is nearly EUR400m .,0,0,0
33,295,"Temperature-wise, highs are forecasted to be 20-30F below normal in the northern-central Rockies and Plains, with cool air extending eastward, resulting in near or below normal temperatures across most of the country, except in the Southeast where minimum temperatures will remain near or above normal.",1,1,1
33,296,"Heavy rain and mountain snow forecast for the Pacific Northwest, particularly the Olympics and Cascades, from Saturday into early Sunday.",1,1,1
33,297,"The corresponding increase in the share capital , in total EUR 300,00 was registered in the Finnish Trade Register on May 8 , 2008 .",0,0,0
33,298,"A cold front will move from the northern Plains into the eastern regions, generating some convection.",1,1,1
